"player","season","Team","TOI_all","GAA_per_fenwick","FA","GAA","GAR","WAR"
"BRADEN.HOLTBY","20182019","WSH",3406.57,0.00106,2552,2.7,21.4,3.8
"BRAD.THIESSEN","20112012","PIT",257.73,-0.03902,164,-6.4,-5.2,-1
"BRENT.JOHNSON","20072008","WSH",1032,-0.00186,646,-1.2,3.6,0.7
"BRENT.JOHNSON","20082009","WSH",1131.14,-0.00668,779,-5.2,0.5,0.1
"BRENT.JOHNSON","20092010","PIT",1043.12,-0.00549,692,-3.8,1.2,0.2
"BRENT.JOHNSON","20102011","PIT",1296.7,0.00772,868,6.7,13.1,2.5
"BRENT.JOHNSON","20112012","PIT",811.09,-0.02118,491,-10.4,-6.8,-1.3
"BRIAN.BOUCHER","20072008","S.J",238.1,0.01645,152,2.5,3.6,0.7
"BRIAN.BOUCHER","20082009","S.J",1286.39,0.01003,758,7.6,13.2,2.4
"BRIAN.BOUCHER","20092010","PHI",1742.03,-0.00428,1098,-4.7,3.3,0.6
"BRIAN.BOUCHER","20102011","PHI",1884.58,-0.00008,1285,-0.1,9.3,1.8
"BRIAN.BOUCHER","20112012","CAR",546.34,-0.00543,350,-1.9,0.7,0.1
"BRIAN.ELLIOTT","20082009","OTT",1667.04,-0.00588,1055,-6.2,1.6,0.3
"BRIAN.ELLIOTT","20092010","OTT",3037.92,-0.00392,1937,-7.6,6.5,1.2
"BRIAN.ELLIOTT","20102011","COL",690.16,-0.01077,557,-6,-1.9,-0.4
"BRIAN.ELLIOTT","20102011","OTT",2292.95,-0.01033,1569,-16.2,-4.7,-0.9
"BRIAN.ELLIOTT","20112012","STL",2214.39,0.01298,1356,17.6,27.5,5.4
"BRIAN.ELLIOTT","20122013","STL",1251.88,-0.00332,722,-2.4,2.9,0.6
"BRIAN.ELLIOTT","20132014","STL",1624.25,0.00334,987,3.3,10.5,2.1
"BRIAN.ELLIOTT","20142015","STL",2545.79,-0.00223,1613,-3.6,8.2,1.6
"BRIAN.ELLIOTT","20152016","STL",2263,0.01177,1546,18.2,29.5,5.8
"BRIAN.ELLIOTT","20162017","CGY",2824.39,-0.00244,1803,-4.4,8.8,1.7
"BRIAN.ELLIOTT","20172018","PHI",2521.98,-0.00358,1734,-6.2,6.5,1.2
"BRIAN.ELLIOTT","20182019","PHI",1356.72,0.00071,987,0.7,7.9,1.4
"CALVIN.PETERSEN","20182019","L.A",621.7,0.00272,478,1.3,4.8,0.8
"CALVIN.PICKARD","20142015","COL",895.09,0.01,700,7,12.1,2.4
"CALVIN.PICKARD","20152016","COL",980.42,0.00564,745,4.2,9.7,1.9
"CALVIN.PICKARD","20162017","COL",2800.24,-0.01318,1973,-26,-11.5,-2.2
"CALVIN.PICKARD","20182019","ARI",282.63,-0.00242,207,-0.5,1,0.2
"CALVIN.PICKARD","20182019","PHI",464.17,-0.02594,320,-8.3,-6,-1
"CAM.TALBOT","20132014","NYR",1210.66,0.01808,780,14.1,19.8,3.9
"CAM.TALBOT","20142015","NYR",2094.93,0.00952,1481,14.1,25,4.9
"CAM.TALBOT","20152016","EDM",3176.6,0,2251,0,16.5,3.2
"CAM.TALBOT","20162017","EDM",4289,0.0065,2844,18.5,39.3,7.5
"CAM.TALBOT","20172018","EDM",3730.09,0.00181,2766,5,25.2,4.5
"CAM.TALBOT","20182019","EDM",1694.57,-0.01017,1209,-12.3,-3.5,-0.6
"CAM.TALBOT","20182019","PHI",210.7,-0.00755,159,-1.2,-0.1,0
"CAM.WARD","20072008","CAR",3745.35,0.00159,2460,3.9,21.9,4.2
"CAM.WARD","20082009","CAR",3843.1,0.00837,2592,21.7,40.7,7.5
"CAM.WARD","20092010","CAR",2586.09,0.00679,1886,12.8,26.6,5
"CAM.WARD","20102011","CAR",4257.58,0.00947,3328,31.5,55.8,10.7
"CAM.WARD","20112012","CAR",3985.77,0.00592,3006,17.8,39.8,7.8
"CAM.WARD","20122013","CAR",929.44,-0.00271,665,-1.8,3.1,0.6
"CAM.WARD","20132014","CAR",1645.27,-0.0068,1147,-7.8,0.6,0.1
"CAM.WARD","20142015","CAR",3005.7,0.00026,1916,0.5,14.6,2.9
"CAM.WARD","20152016","CAR",3032.82,-0.00095,1904,-1.8,12.2,2.4
"CAM.WARD","20162017","CAR",3617.92,-0.00601,2348,-14.1,3,0.6
"CAM.WARD","20172018","CAR",2459.34,-0.00632,1631,-10.3,1.6,0.3
"CAM.WARD","20182019","CHI",1882.05,-0.00857,1459,-12.5,-1.8,-0.3
"CAREY.PRICE","20072008","MTL",2388.35,0.00745,1732,12.9,25.5,4.9
"CAREY.PRICE","20082009","MTL",2940.64,0.00065,2008,1.3,16,2.9
"CAREY.PRICE","20092010","MTL",2273.63,0.00042,1649,0.7,12.8,2.4
"CAREY.PRICE","20102011","MTL",4206.16,0.00719,2892,20.8,41.9,8
"CAREY.PRICE","20112012","MTL",3939.08,-0.00038,2645,-1,18.4,3.6
"CAREY.PRICE","20122013","MTL",2229.03,-0.00647,1376,-8.9,1.2,0.2
"CAREY.PRICE","20132014","MTL",3464.38,0.00867,2491,21.6,39.8,7.8
"CAREY.PRICE","20142015","MTL",3976.55,0.01173,2702,31.7,51.5,10.1
"CAREY.PRICE","20152016","MTL",698.34,0.01303,491,6.4,10,2
"CAREY.PRICE","20162017","MTL",3708.07,0.00305,2396,7.3,24.9,4.8
"CAREY.PRICE","20172018","MTL",2854.62,-0.01069,1992,-21.3,-6.7,-1.2
"CAREY.PRICE","20182019","MTL",3880.25,0.00313,2652,8.3,27.7,4.9
"CARTER.HART","20182019","PHI",1716.92,0,1289,0,9.4,1.7
"CARTER.HUTTON","20132014","NSH",2085.26,-0.01192,1384,-16.5,-6.4,-1.3
"CARTER.HUTTON","20142015","NSH",1009.84,-0.00369,650,-2.4,2.3,0.5
"CARTER.HUTTON","20152016","NSH",978.93,0.00364,660,2.4,7.3,1.4
"CARTER.HUTTON","20162017","STL",1457.95,-0.00172,930,-1.6,5.2,1
"CARTER.HUTTON","20172018","STL",1609.55,0.01407,1080,15.2,23.1,4.1
"CARTER.HUTTON","20182019","BUF",2839.62,-0.0009,2107,-1.9,13.5,2.4
"CASEY.DESMITH","20172018","PIT",700.15,0.01043,489,5.1,8.7,1.5
"CASEY.DESMITH","20182019","PIT",1943.55,-0.00195,1383,-2.7,7.4,1.3
"CEDRICK.DESJARDINS","20122013","T.B",160.1,-0.00093,107,-0.1,0.7,0.1
"CHAD.JOHNSON","20092010","NYR",280.72,0.00608,181,1.1,2.4,0.5
"CHAD.JOHNSON","20122013","ARI",246.59,0.01562,160,2.5,3.7,0.7
"CHAD.JOHNSON","20132014","BOS",1510.82,0.00755,967,7.3,14.4,2.8
"CHAD.JOHNSON","20142015","NYI",1052.81,-0.0188,681,-12.8,-7.8,-1.5
"CHAD.JOHNSON","20152016","BUF",2591.05,0.00439,1801,7.9,21.1,4.1
"CHAD.JOHNSON","20162017","CGY",2013.21,-0.00233,1374,-3.2,6.8,1.3
"CHAD.JOHNSON","20172018","BUF",1773.54,-0.01537,1321,-20.3,-10.6,-1.9
"CHAD.JOHNSON","20182019","ANA",319.7,-0.02301,226,-5.2,-3.6,-0.6
"CHAD.JOHNSON","20182019","STL",490.78,-0.02099,343,-7.2,-4.7,-0.8
"CHARLIE.LINDGREN","20172018","MTL",832.97,0.0014,645,0.9,5.6,1
"CHRIS.GIBSON","20152016","NYI",194.04,-0.03893,131,-5.1,-4.2,-0.8
"CHRIS.GIBSON","20172018","NYI",426.88,-0.00307,391,-1.2,1.7,0.3
"CHRIS.MASON","20072008","NSH",2613.38,-0.01311,1617,-21.2,-9.3,-1.8
"CHRIS.MASON","20082009","STL",3154.76,0.00463,2136,9.9,25.5,4.7
"CHRIS.MASON","20092010","STL",3492.12,0.0013,2388,3.1,20.5,3.9
"CHRIS.MASON","20102011","ATL",1681.66,-0.01273,1178,-15,-6.4,-1.2
"CHRIS.MASON","20112012","WPG",974.88,-0.0046,631,-2.9,1.7,0.3
"CHRIS.MASON","20122013","NSH",466.73,-0.01795,312,-5.6,-3.4,-0.7
"CHRIS.OSGOOD","20072008","DET",2346.41,0.00837,1290,10.8,20.2,3.9
"CHRIS.OSGOOD","20082009","DET",2662.73,-0.01536,1621,-24.9,-13,-2.4
"CHRIS.OSGOOD","20092010","DET",1252.03,-0.01773,784,-13.9,-8.2,-1.5
"CHRIS.OSGOOD","20102011","DET",628.67,-0.0188,399,-7.5,-4.6,-0.9
"COLLIN.DELIA","20182019","CHI",831.05,-0.00172,696,-1.2,3.9,0.7
"CONNOR.HELLEBUYCK","20152016","WPG",1433.46,0.00588,936,5.5,12.3,2.4
"CONNOR.HELLEBUYCK","20162017","WPG",3013.51,-0.00471,2082,-9.8,5.4,1
"CONNOR.HELLEBUYCK","20172018","WPG",3965.9,0.00719,2851,20.5,41.4,7.4
"CONNOR.HELLEBUYCK","20182019","WPG",3704.1,0.00101,2767,2.8,23.1,4
"COREY.CRAWFORD","20072008","CHI",224.15,0.00292,137,0.4,1.4,0.3
"COREY.CRAWFORD","20102011","CHI",3331.63,0.00326,2088,6.8,22.1,4.2
"COREY.CRAWFORD","20112012","CHI",3218.23,-0.01141,1999,-22.8,-8.2,-1.6
"COREY.CRAWFORD","20122013","CHI",1760.52,0.00451,1019,4.6,12.1,2.4
"COREY.CRAWFORD","20132014","CHI",3395.02,-0.0002,2043,-0.4,14.6,2.9
"COREY.CRAWFORD","20142015","CHI",3313.31,0.00487,2177,10.6,26.5,5.2
"COREY.CRAWFORD","20152016","CHI",3322.65,0.00899,2292,20.6,37.4,7.3
"COREY.CRAWFORD","20162017","CHI",3246.88,0.00322,2233,7.2,23.6,4.5
"COREY.CRAWFORD","20172018","CHI",1583.52,0.00944,1155,10.9,19.3,3.4
"COREY.CRAWFORD","20182019","CHI",2212.85,0.0007,1571,1.1,12.6,2.2
"CORY.SCHNEIDER","20082009","VAN",355.39,-0.01488,215,-3.2,-1.6,-0.3
"CORY.SCHNEIDER","20102011","VAN",1371.31,0.01477,975,14.4,21.5,4.1
"CORY.SCHNEIDER","20112012","VAN",1832.82,0.01139,1220,13.9,22.8,4.5
"CORY.SCHNEIDER","20122013","VAN",1733.32,0.00793,1110,8.8,17,3.3
"CORY.SCHNEIDER","20132014","N.J",2679.92,0.00307,1496,4.6,15.5,3
"CORY.SCHNEIDER","20142015","N.J",3923.95,0.00461,2622,12.1,31.3,6.1
"CORY.SCHNEIDER","20152016","N.J",3407.41,0.0065,2123,13.8,29.4,5.8
"CORY.SCHNEIDER","20162017","N.J",3467.84,-0.00484,2418,-11.7,5.9,1.1
"CORY.SCHNEIDER","20172018","N.J",2332.26,-0.00181,1712,-3.1,9.4,1.7
"CORY.SCHNEIDER","20182019","N.J",1351.78,-0.00527,986,-5.2,2,0.4
"CRAIG.ANDERSON","20072008","FLA",875.13,0.01567,683,10.7,15.7,3
"CRAIG.ANDERSON","20082009","FLA",1635.93,0.00997,1284,12.8,22.2,4.1
"CRAIG.ANDERSON","20092010","COL",4235.26,0.00187,3049,5.7,28,5.3
"CRAIG.ANDERSON","20102011","COL",1810.28,-0.01586,1299,-20.6,-11.1,-2.1
"CRAIG.ANDERSON","20102011","OTT",1054.82,0.01776,794,14.1,19.9,3.8
"CRAIG.ANDERSON","20112012","OTT",3433.01,0.00043,2549,1.1,19.8,3.9
"CRAIG.ANDERSON","20122013","OTT",1420.61,0.01446,906,13.1,19.7,3.9
"CRAIG.ANDERSON","20132014","OTT",2998.51,-0.00133,2262,-3,13.6,2.7
"CRAIG.ANDERSON","20142015","OTT",2092.51,0.0019,1524,2.9,14,2.7
"CRAIG.ANDERSON","20152016","OTT",3477.13,-0.00307,2576,-7.9,11,2.1
"CRAIG.ANDERSON","20162017","OTT",2421.25,0.00531,1715,9.1,21.6,4.2
"CRAIG.ANDERSON","20172018","OTT",3250.53,-0.00766,2401,-18.4,-0.8,-0.1
"CRAIG.ANDERSON","20182019","OTT",2785.18,-0.00828,2270,-18.8,-2.2,-0.4
"CRISTOBAL.HUET","20072008","MTL",2115.48,0.00738,1517,11.2,22.3,4.3
"CRISTOBAL.HUET","20072008","WSH",706.4,0.01865,429,8,11.2,2.1
"CRISTOBAL.HUET","20082009","CHI",2330.96,-0.00167,1437,-2.4,8.1,1.5
"CRISTOBAL.HUET","20092010","CHI",2731.76,-0.01184,1486,-17.6,-6.7,-1.3
"CRISTOPHER.NILSTORP","20122013","DAL",291.3,-0.01869,198,-3.7,-2.3,-0.5
"CURTIS.JOSEPH","20072008","CGY",399.33,-0.00116,259,-0.3,1.6,0.3
"CURTIS.JOSEPH","20082009","TOR",835.7,-0.01156,571,-6.6,-2.4,-0.4
"CURTIS.MCELHINNEY","20082009","CGY",454.07,-0.01433,321,-4.6,-2.3,-0.4
"CURTIS.MCELHINNEY","20092010","ANA",456.83,0.00185,324,0.6,3,0.6
"CURTIS.MCELHINNEY","20092010","CGY",502.47,-0.01752,331,-5.8,-3.4,-0.6
"CURTIS.MCELHINNEY","20102011","ANA",996.25,-0.00508,748,-3.8,1.7,0.3
"CURTIS.MCELHINNEY","20102011","OTT",398.61,0.00252,278,0.7,2.7,0.5
"CURTIS.MCELHINNEY","20132014","CBJ",1423.16,-0.00853,938,-8,-1.1,-0.2
"CURTIS.MCELHINNEY","20142015","CBJ",1710,0.00063,1273,0.8,10.1,2
"CURTIS.MCELHINNEY","20152016","CBJ",835.44,-0.00529,586,-3.1,1.2,0.2
"CURTIS.MCELHINNEY","20162017","CBJ",375.91,0.00269,260,0.7,2.6,0.5
"CURTIS.MCELHINNEY","20162017","TOR",758.66,0.00034,596,0.2,4.5,0.9
"CURTIS.MCELHINNEY","20172018","TOR",959.12,0.00789,722,5.7,11,2
"CURTIS.MCELHINNEY","20182019","CAR",1977.52,0.00381,1364,5.2,15.1,2.7
"CURTIS.SANFORD","20072008","VAN",662.87,-0.01603,418,-6.7,-3.7,-0.7
"CURTIS.SANFORD","20082009","VAN",972.58,-0.00109,641,-0.7,4,0.7
"CURTIS.SANFORD","20112012","CBJ",1982.94,-0.00689,1320,-9.1,0.5,0.1
"DAN.CLOUTIER","20072008","L.A",489.17,-0.02207,358,-7.9,-5.3,-1
"DAN.ELLIS","20072008","NSH",2165.09,0.00848,1450,12.3,22.9,4.4
"DAN.ELLIS","20082009","NSH",1902.45,-0.00054,1291,-0.7,8.7,1.6
"DAN.ELLIS","20092010","NSH",1714.64,0.00173,1154,2,10.5,2
"DAN.ELLIS","20102011","ANA",729.43,-0.00579,484,-2.8,0.8,0.1
"DAN.ELLIS","20102011","T.B",1677.48,-0.01679,1060,-17.8,-10,-1.9
"DAN.ELLIS","20112012","ANA",418.7,0.0019,316,0.6,2.9,0.6
"DAN.ELLIS","20122013","CAR",977.07,0.00241,747,1.8,7.2,1.4
"DAN.ELLIS","20132014","DAL",690.04,-0.00835,503,-4.2,-0.5,-0.1
"DAN.ELLIS","20132014","FLA",337.26,-0.03151,238,-7.5,-5.8,-1.1
"DAN.ELLIS","20142015","FLA",486.37,-0.01107,307,-3.4,-1.1,-0.2
"DANIEL.LACOSTA","20082009","CBJ",155.69,0.01696,112,1.9,2.7,0.5
"DANY.SABOURIN","20072008","PIT",1201.49,0.00075,805,0.6,6.5,1.3
"DANY.SABOURIN","20082009","PIT",989.44,-0.00402,647,-2.6,2.1,0.4
"DARCY.KUEMPER","20122013","MIN",288.3,0.00556,180,1,2.3,0.5
"DARCY.KUEMPER","20132014","MIN",1480.24,-0.0044,978,-4.3,2.8,0.6
"DARCY.KUEMPER","20142015","MIN",1548.71,-0.01181,999,-11.8,-4.5,-0.9
"DARCY.KUEMPER","20152016","MIN",1063.4,-0.00042,713,-0.3,4.9,1
"DARCY.KUEMPER","20162017","MIN",1053.04,-0.01456,790,-11.5,-5.8,-1.1
"DARCY.KUEMPER","20172018","ARI",596.67,-0.01016,443,-4.5,-1.2,-0.2
"DARCY.KUEMPER","20172018","L.A",999.21,0.01236,720,8.9,14.2,2.5
"DARCY.KUEMPER","20182019","ARI",3251.25,0.00543,2339,12.7,29.8,5.2
"DAVID.RITTICH","20172018","CGY",1008.19,-0.00348,719,-2.5,2.8,0.5
"DAVID.RITTICH","20182019","CGY",2503.33,0.00081,1722,1.4,14,2.5
"DEVAN.DUBNYK","20092010","EDM",1075.43,-0.01402,849,-11.9,-5.7,-1.1
"DEVAN.DUBNYK","20102011","EDM",2061.03,0.00461,1518,7,18.1,3.5
"DEVAN.DUBNYK","20112012","EDM",2653.44,0.00452,1882,8.5,22.3,4.4
"DEVAN.DUBNYK","20122013","EDM",2100.96,0.00713,1571,11.2,22.7,4.5
"DEVAN.DUBNYK","20132014","EDM",1677.66,-0.01281,1241,-15.9,-6.8,-1.3
"DEVAN.DUBNYK","20142015","ARI",1034.94,-0.00037,804,-0.3,5.6,1.1
"DEVAN.DUBNYK","20142015","MIN",2268.28,0.00827,1475,12.2,23,4.5
"DEVAN.DUBNYK","20152016","MIN",3841.23,-0.00012,2572,-0.3,18.6,3.6
"DEVAN.DUBNYK","20162017","MIN",3753.01,-0.00082,2553,-2.1,16.6,3.2
"DEVAN.DUBNYK","20172018","MIN",3450.26,-0.00339,2475,-8.4,9.7,1.7
"DEVAN.DUBNYK","20182019","MIN",3855.27,-0.00148,2632,-3.9,15.4,2.7
"DOMINIK.HASEK","20072008","DET",2287.06,0.00026,1160,0.3,8.8,1.7
"DUSTIN.TOKARSKI","20112012","T.B",243.59,-0.02558,172,-4.4,-3.1,-0.6
"DUSTIN.TOKARSKI","20132014","MTL",163.1,0.02258,124,2.8,3.7,0.7
"DUSTIN.TOKARSKI","20142015","MTL",999.97,-0.00351,684,-2.4,2.6,0.5
"DUSTIN.TOKARSKI","20152016","MTL",226.17,-0.0291,134,-3.9,-2.9,-0.6
"DWAYNE.ROLOSON","20072008","EDM",2280.2,-0.0041,1538,-6.3,5,1
"DWAYNE.ROLOSON","20082009","EDM",3531.16,0.00295,2606,7.7,26.8,4.9
"DWAYNE.ROLOSON","20092010","NYI",2877.32,0.00385,2104,8.1,23.5,4.4
"DWAYNE.ROLOSON","20102011","NYI",1205.98,-0.00078,903,-0.7,5.9,1.1
"DWAYNE.ROLOSON","20102011","T.B",1992.46,-0.00694,1341,-9.3,0.5,0.1
"DWAYNE.ROLOSON","20112012","T.B",2093.5,-0.01611,1539,-24.8,-13.5,-2.7
"EDDIE.LACK","20132014","VAN",2318.83,0.0008,1496,1.2,12.1,2.4
"EDDIE.LACK","20142015","VAN",2303.96,0.00738,1598,11.8,23.5,4.6
"EDDIE.LACK","20152016","CAR",1919.84,-0.00658,1292,-8.5,1,0.2
"EDDIE.LACK","20162017","CAR",1089.4,-0.00271,738,-2,3.4,0.7
"EDDIE.LACK","20172018","N.J",207.42,-0.00764,157,-1.2,-0.1,0
"EDWARD.PASQUALE","20182019","T.B",181.97,-0.01769,147,-2.6,-1.5,-0.3
"ERIC.COMRIE","20172018","WPG",180.25,-0.04569,116,-5.3,-4.5,-0.8
"ERIK.ERSBERG","20072008","L.A",798.97,0.00924,649,6,10.8,2.1
"ERIK.ERSBERG","20082009","L.A",1352.12,-0.00699,873,-6.1,0.2,0
"ERIK.ERSBERG","20092010","L.A",551.01,0.00512,332,1.7,4.1,0.8
"EVGENI.NABOKOV","20072008","S.J",4495.55,0.00122,2458,3,21,4
"EVGENI.NABOKOV","20082009","S.J",3557.59,0.00123,2191,2.7,18.8,3.4
"EVGENI.NABOKOV","20092010","S.J",4114.42,0.00861,2972,25.6,47.3,8.9
"EVGENI.NABOKOV","20112012","NYI",2377.77,0.0035,1687,5.9,18.2,3.6
"EVGENI.NABOKOV","20122013","NYI",2475.39,0.00031,1608,0.5,12.3,2.4
"EVGENI.NABOKOV","20132014","NYI",2234.23,0.00276,1484,4.1,15,2.9
"EVGENI.NABOKOV","20142015","T.B",553.39,-0.02335,334,-7.8,-5.4,-1.1
"FREDERIK.ANDERSEN","20132014","ANA",1569.43,0.00633,1075,6.8,14.7,2.9
"FREDERIK.ANDERSEN","20142015","ANA",3078,0.00109,2023,2.2,17,3.3
"FREDERIK.ANDERSEN","20152016","ANA",2297.95,0.00358,1537,5.5,16.7,3.3
"FREDERIK.ANDERSEN","20162017","TOR",3799.36,0.00864,2918,25.2,46.5,8.9
"FREDERIK.ANDERSEN","20172018","TOR",3888.53,0.00232,3054,7.1,29.5,5.3
"FREDERIK.ANDERSEN","20182019","TOR",3510.25,0.0065,2770,18,38.3,6.7
"FREDRIK.NORRENA","20072008","CBJ",1874.37,-0.01239,1049,-13,-5.3,-1
"FREDRIK.NORRENA","20082009","CBJ",323.17,-0.03073,179,-5.5,-4.2,-0.8
"GARRET.SPARKS","20152016","TOR",974.95,-0.01484,640,-9.5,-4.8,-0.9
"GARRET.SPARKS","20182019","TOR",1104.7,-0.01133,821,-9.3,-3.3,-0.6
"HANNU.TOIVONEN","20072008","STL",1202.49,-0.01053,807,-8.5,-2.6,-0.5
"HARRI.SATERI","20172018","FLA",492.6,-0.00499,361,-1.8,0.9,0.2
"HENRIK.KARLSSON","20102011","CGY",834.84,-0.00602,532,-3.2,0.7,0.1
"HENRIK.KARLSSON","20112012","CGY",454.17,-0.00536,317,-1.7,0.6,0.1
"HENRIK.LUNDQVIST","20072008","NYR",4041.95,0.01057,2337,24.7,41.8,8
"HENRIK.LUNDQVIST","20082009","NYR",4147.77,0.01099,2748,30.2,50.3,9.2
"HENRIK.LUNDQVIST","20092010","NYR",4183.81,0.01061,2951,31.3,52.9,10
"HENRIK.LUNDQVIST","20102011","NYR",3966.68,0.00801,2648,21.2,40.5,7.8
"HENRIK.LUNDQVIST","20112012","NYR",3693.3,0.01447,2446,35.4,53.3,10.5
"HENRIK.LUNDQVIST","20122013","NYR",2575.61,0.01108,1661,18.4,30.5,6
"HENRIK.LUNDQVIST","20132014","NYR",3630.34,0.00655,2411,15.8,33.4,6.5
"HENRIK.LUNDQVIST","20142015","NYR",2742.62,0.00632,1851,11.7,25.3,5
"HENRIK.LUNDQVIST","20152016","NYR",3772.4,0.00554,2726,15.1,35,6.9
"HENRIK.LUNDQVIST","20162017","NYR",3240.25,0.00018,2284,0.4,17.1,3.3
"HENRIK.LUNDQVIST","20172018","NYR",3502.54,0.00011,2738,0.3,20.3,3.6
"HENRIK.LUNDQVIST","20182019","NYR",3088.88,-0.00196,2297,-4.5,12.3,2.2
"ILYA.BRYZGALOV","20072008","ANA",426.88,-0.00731,260,-1.9,0,0
"ILYA.BRYZGALOV","20072008","ARI",3147.09,0.00835,2299,19.2,36,6.9
"ILYA.BRYZGALOV","20082009","ARI",3699.95,-0.00545,2787,-15.2,5.2,1
"ILYA.BRYZGALOV","20092010","ARI",3963.09,0.00642,2694,17.3,37,7
"ILYA.BRYZGALOV","20102011","ARI",4054.89,0.00631,3012,19,41,7.9
"ILYA.BRYZGALOV","20112012","PHI",3415.27,-0.00032,2197,-0.7,15.3,3
"ILYA.BRYZGALOV","20122013","PHI",2297.76,-0.00518,1563,-8.1,3.4,0.7
"ILYA.BRYZGALOV","20132014","EDM",1135.24,-0.00121,906,-1.1,5.5,1.1
"ILYA.BRYZGALOV","20132014","MIN",678.73,-0.00507,375,-1.9,0.9,0.2
"ILYA.BRYZGALOV","20142015","ANA",329.48,-0.06135,207,-12.7,-11.2,-2.2
"JACK.CAMPBELL","20172018","L.A",266.62,-0.00206,194,-0.4,1,0.2
"JACK.CAMPBELL","20182019","L.A",1572.77,0.0103,1185,12.2,20.9,3.7
"JACOB.MARKSTROM","20112012","FLA",383.25,0.00479,292,1.4,3.5,0.7
"JACOB.MARKSTROM","20122013","FLA",1265.76,-0.01046,908,-9.5,-2.8,-0.6
"JACOB.MARKSTROM","20132014","FLA",613.78,-0.02992,391,-11.7,-8.8,-1.7
"JACOB.MARKSTROM","20132014","VAN",199.57,0.0113,115,1.3,2.1,0.4
"JACOB.MARKSTROM","20152016","VAN",1847.3,-0.00007,1348,-0.1,9.8,1.9
"JACOB.MARKSTROM","20162017","VAN",1411.83,-0.00097,930,-0.9,5.9,1.1
"JACOB.MARKSTROM","20172018","VAN",3413.73,-0.00148,2428,-3.6,14.2,2.5
"JACOB.MARKSTROM","20182019","VAN",3599.02,0.00377,2602,9.8,28.8,5.1
"JAKE.ALLEN","20122013","STL",803.89,0.00082,485,0.4,4,0.8
"JAKE.ALLEN","20142015","STL",2076.81,-0.00282,1275,-3.6,5.7,1.1
"JAKE.ALLEN","20152016","STL",2583.36,0.00249,1685,4.2,16.6,3.2
"JAKE.ALLEN","20162017","STL",3418.04,-0.0017,2241,-3.8,12.6,2.4
"JAKE.ALLEN","20172018","STL",3316.96,-0.00704,2186,-15.4,0.6,0.1
"JAKE.ALLEN","20182019","STL",2567.92,-0.00281,1746,-4.9,7.9,1.4
"JAMES.REIMER","20102011","TOR",2080.14,0.00382,1597,6.1,17.7,3.4
"JAMES.REIMER","20112012","TOR",1879.25,-0.00924,1363,-12.6,-2.6,-0.5
"JAMES.REIMER","20122013","TOR",1856.14,0.003,1433,4.3,14.8,2.9
"JAMES.REIMER","20132014","TOR",1784.63,-0.00272,1578,-4.3,7.2,1.4
"JAMES.REIMER","20142015","TOR",1766.84,-0.00431,1345,-5.8,4.1,0.8
"JAMES.REIMER","20152016","S.J",481.43,0.01434,279,4,6.1,1.2
"JAMES.REIMER","20152016","TOR",1809,0.00131,1294,1.7,11.2,2.2
"JAMES.REIMER","20162017","FLA",2324.26,-0.00259,1584,-4.1,7.5,1.4
"JAMES.REIMER","20172018","FLA",2411.41,-0.00102,1855,-1.9,11.7,2.1
"JAMES.REIMER","20182019","FLA",1805.18,-0.00739,1245,-9.2,-0.1,0
"JARED.COREAU","20162017","DET",706.87,-0.01406,505,-7.1,-3.4,-0.7
"JARED.COREAU","20172018","DET",380.43,-0.02929,280,-8.2,-6.1,-1.1
"JAROSLAV.HALAK","20072008","MTL",284.66,0.00905,221,2,3.6,0.7
"JAROSLAV.HALAK","20082009","MTL",1930.78,0.0057,1510,8.6,19.6,3.6
"JAROSLAV.HALAK","20092010","MTL",2629.92,0.00913,1928,17.6,31.7,6
"JAROSLAV.HALAK","20102011","STL",3294.39,0.00166,2170,3.6,19.4,3.7
"JAROSLAV.HALAK","20112012","STL",2686.62,0.00659,1653,10.9,23,4.5
"JAROSLAV.HALAK","20122013","STL",812.59,-0.00339,413,-1.4,1.6,0.3
"JAROSLAV.HALAK","20132014","STL",2237.97,-0.00044,1367,-0.6,9.4,1.8
"JAROSLAV.HALAK","20132014","WSH",695.63,0.00721,527,3.8,7.7,1.5
"JAROSLAV.HALAK","20142015","NYI",3529.97,0.00622,2284,14.2,30.9,6.1
"JAROSLAV.HALAK","20152016","NYI",2091.16,0.00316,1359,4.3,14.3,2.8
"JAROSLAV.HALAK","20162017","NYI",1605.45,0.00555,1226,6.8,15.8,3
"JAROSLAV.HALAK","20172018","NYI",3024.07,-0.00311,2345,-7.3,9.8,1.8
"JAROSLAV.HALAK","20182019","BOS",2308.12,0.00811,1590,12.9,24.6,4.3
"JASON.LABARBERA","20072008","L.A",2400.71,0.0018,1838,3.3,16.8,3.2
"JASON.LABARBERA","20082009","L.A",990.43,-0.00658,653,-4.3,0.5,0.1
"JASON.LABARBERA","20082009","VAN",431.09,-0.00066,304,-0.2,2,0.4
"JASON.LABARBERA","20092010","ARI",927.87,0.00816,625,5.1,9.7,1.8
"JASON.LABARBERA","20102011","ARI",882.64,-0.00169,708,-1.2,4,0.8
"JASON.LABARBERA","20112012","ARI",994.64,-0.00574,680,-3.9,1,0.2
"JASON.LABARBERA","20122013","ARI",725.92,0.00764,576,4.4,8.6,1.7
"JASON.LABARBERA","20132014","EDM",348.32,-0.02451,204,-5,-3.5,-0.7
"JASON.LABARBERA","20142015","ANA",207.47,-0.02214,131,-2.9,-2,-0.4
